audio_file,intensity,intensity_median,intensity_std,words_per_minute,mfccs_0,mfccs_1,mfccs_2,mfccs_3,mfccs_4,mfccs_5,mfccs_6,mfccs_7,mfccs_8,mfccs_9,mfccs_10,mfccs_11,mfccs_12,mfccs_13,mfccs_14,mfccs_15,mfccs_16,mfccs_17,mfccs_18,mfccs_19,mfccs_std_0
1_10797_u.wav,0.023045596,0.018891662,0.017356386,162.85714285714286,-291.3401,76.939514,-42.278084,15.865526,-26.978003,-2.4524727,-12.235398,-16.580467,-16.973215,-4.281675,-12.691142,-7.266097,-19.650387,-0.44764313,-6.539125,-10.179147,-10.575084,-4.799673,-4.752529,-6.6308446,76.387505
1_10810_u.wav,0.023518004,0.019948889,0.015691163,156.0,-297.9974,109.002426,-37.18322,28.84762,-19.072989,7.228767,-6.4717517,-3.5680838,-12.791409,-0.21568337,-8.350001,-2.169887,-10.399163,-3.5940485,-3.84269,-3.3681233,-9.234697,-1.4168341,0.35333526,-5.4195766,59.11995
1_10829_u.wav,0.023208609,0.020283313,0.014478945,126.0,-298.00415,109.17553,-71.26121,8.620156,-30.545164,-9.330584,-7.451481,-10.681494,-22.103611,1.3821934,-9.457601,-9.860345,-14.1723385,-8.934846,-9.257807,-9.957103,-16.352259,-3.797079,-2.3126297,-8.368171,78.038445
1_10849_u.wav,0.022366524,0.022077966,0.01802732,144.0,-323.22833,105.56257,-40.83754,11.6072645,-24.432232,2.3124053,-3.6348917,-6.221324,-16.422256,-1.3733591,-4.886149,4.3643723,-13.747358,-4.964317,-4.7322416,-9.227367,-11.652326,-6.078918,-2.0869458,-6.0798564,133.54718
1_10853_u.wav,0.021679282,0.01894967,0.016862454,216.0,-321.07468,75.60909,-37.921074,5.269155,-28.786516,0.38825238,-13.174136,-6.554555,-19.272772,-8.159416,-7.9310985,-11.950183,-18.156496,-10.124222,-11.923974,-13.095346,-11.413428,-8.791883,-2.177325,-7.8250556,65.03695
1_10857_u.wav,0.022949899,0.021585561,0.014704672,162.85714285714286,-283.4874,84.937386,-50.97171,13.2188225,-16.063831,4.4657454,-13.376371,-10.659601,-26.187286,-6.369005,-11.44573,-10.760684,-18.088343,-5.323479,-8.248134,-3.3066938,-13.969206,-1.7061388,1.6205318,-6.60984,76.69285
1_10859_u.wav,0.019615073,0.01988633,0.007685408,200.0,-284.79092,94.02712,-30.565754,20.639715,-21.926895,0.10596425,-13.522604,-8.691172,-18.59632,-3.8726528,-10.752305,-8.565241,-14.482537,-5.0548663,-6.0718923,-9.90081,-13.795529,-5.121626,-4.122082,-7.1956134,63.834602
1_10890_u.wav,0.034770094,0.029627122,0.02350254,130.0,-236.49074,109.06627,-61.452206,15.112502,-28.51171,3.1780593,-15.911057,-11.868227,-23.76776,0.48099533,-12.547432,-10.321456,-12.147265,-5.7576323,-4.008668,-5.500434,-11.672547,-3.3225482,-1.2491497,-7.6285725,60.804413
1_10977_u.wav,0.022230092,0.018842887,0.014785741,165.0,-289.46463,116.56946,-47.331665,21.255037,-31.618332,4.381794,-11.594765,-14.033658,-23.157349,0.26691464,0.0047951182,-3.4418945,-13.949005,-2.8723874,-6.6585994,-8.100348,-15.261992,-3.4112682,-1.0621799,-6.8068476,75.682655
1_11006_u.wav,0.023547817,0.023909742,0.015501854,285.0,-334.85947,65.93418,17.559265,39.64089,-29.713982,-9.018576,-9.832685,13.200022,-12.465058,-18.913103,-13.325002,-3.4498613,-6.6365614,-0.8069142,-16.072437,-14.813701,-6.5610647,0.085489996,0.7434131,-8.371728,118.86587
1_11021_u.wav,0.048691913,0.04677837,0.031927466,144.0,-234.32301,100.01096,-61.74086,4.1684394,-31.716614,1.2110966,-11.951516,-9.931891,-8.39763,-4.456445,-3.2590299,-10.505135,-12.153424,-0.3476175,-5.6829076,-9.238892,-12.735265,-2.3801568,-5.4730453,-0.62539154,96.84917
1_11042_u.wav,0.050724823,0.048274197,0.028498989,180.0,-215.28146,95.27881,-38.736336,21.378607,-24.55647,12.185531,-3.6342049,-3.985449,-6.883059,-0.4220426,-0.19172873,-2.664386,-3.7556193,7.5084424,7.595902,4.460707,-5.976406,-6.4246726,-4.446532,-3.9092352,60.17754
1_11046_u.wav,0.045441676,0.045299735,0.031235468,120.0,-211.18549,104.642876,-63.15363,9.353204,-35.753815,0.9196914,-5.420463,-11.162103,-15.021228,-2.7533712,-7.232281,-6.11147,-11.986614,-3.5109525,-5.821533,-11.286103,-13.017009,-4.931275,0.8900549,-5.1720247,77.60028
1_11051_u.wav,0.04781933,0.048309814,0.019694157,162.85714285714286,-204.55585,102.11825,-63.80068,17.422604,-34.88432,6.010728,-21.709349,-12.7186365,-19.789557,-6.5318923,-10.153834,-11.585686,-10.533715,-1.7965648,-4.002538,-5.9752483,-12.975572,-5.231783,0.05567081,-3.23441,66.66497
1_11055_u.wav,0.04819299,0.044152975,0.027655736,160.0,-233.72632,98.3118,-45.928825,11.15884,-33.551212,-7.9023237,-17.47561,-16.2223,-14.776459,-14.722756,-6.9585557,-11.824292,-17.351242,-0.79282355,-8.076417,-9.463545,-18.471716,-6.4244623,0.7445505,-0.5707771,68.447464
1_11098_u.wav,0.03849245,0.031042539,0.029474078,126.66666666666669,-278.39874,79.69201,-62.406883,-3.0899253,-34.548103,2.9746778,-17.677633,-16.321522,-19.367107,-5.9252825,-4.6859384,-9.029194,-12.186273,-2.7932603,-5.5659075,-5.4135947,-7.0909705,-0.28887877,0.31525254,-3.875888,105.214264
1_11120_u.wav,0.046114597,0.03706723,0.031142183,270.0,-250.25899,98.442505,-59.680687,3.3011014,-18.419483,-9.4332485,-12.825651,-15.711316,-23.940104,1.0239319,-9.083244,-13.382349,-12.363715,-11.667701,-8.772097,-7.1815186,-17.754465,-5.003646,-0.18925178,-6.6944227,106.54993
1_11177_u.wav,0.028992247,0.02154162,0.023856217,192.0,-293.056,106.248245,-53.282173,4.7898917,-18.951405,-4.0596004,-6.3887024,-9.196256,-22.990656,-1.360239,-7.7788124,-6.3519144,-10.79434,-7.048458,-8.378525,-4.880571,-10.254008,-2.699925,-0.5634815,-4.785809,92.9462
1_11201_u.wav,0.036525574,0.034975428,0.022115465,222.8571428571429,-248.10725,104.14211,-37.96191,14.473876,-15.698239,5.98293,-1.2350258,-5.235563,-4.1282425,9.505453,-7.8181787,2.1540573,-6.5730486,-0.51398915,2.9827478,-7.3265185,-1.8976356,2.2775865,-1.0322587,-8.730146,65.21803
1_11224_u.wav,0.036719758,0.032094665,0.027990844,108.0,-262.49008,104.98748,-50.28749,16.657867,-25.774954,-5.424618,-7.2555337,-9.192097,-18.120232,0.6101525,-6.964661,-3.2945728,-9.804378,-3.670984,-10.634753,-15.236926,-15.545713,-3.5345006,-3.4208465,-8.806902,121.883446
1_11232_u.wav,0.030299498,0.026734103,0.024311304,170.0,-342.43768,83.34496,-52.22299,-0.82837784,-36.807564,-8.99032,-12.96246,-12.16152,-12.934305,-7.354297,-7.259373,-0.39167598,-1.0073141,4.530289,-0.67731065,-7.5810294,-13.315495,1.4961398,3.68444,-4.542552,104.97127
1_11236_u.wav,0.041816976,0.039863855,0.026322082,170.0,-261.43393,82.71609,-50.309277,13.229586,-11.534969,-11.903534,-11.423616,-11.849553,-33.01286,-5.9869933,-6.991717,-13.637774,-10.5771265,-2.2824724,-4.081187,4.919643,-11.722766,-2.9310071,0.37031692,-9.944722,92.068825
1_11242_u.wav,0.03896384,0.03702364,0.026502576,193.33333333333331,-319.32092,89.003075,-33.85725,19.426617,-25.296217,-8.0191965,-6.14762,-5.9975114,-10.476547,-9.362406,-10.409623,-3.6187608,-1.9593531,4.5289874,-4.4057813,-7.105807,-11.312372,1.950222,3.0952575,-1.3559947,109.987915
1_11243_u.wav,0.045818288,0.045213677,0.02300805,156.0,-224.9626,99.655365,-51.27595,16.927256,-22.933231,-11.292811,-14.392297,-7.9339137,-25.551573,-0.28782153,-12.403678,-9.193772,-7.0548177,-3.4390476,-9.838302,-15.65224,-19.04606,-4.881065,-3.3222644,-12.130284,83.72628
1_11253_u.wav,0.044012677,0.04622018,0.024276065,102.85714285714286,-247.09181,87.23243,-56.345123,9.755449,-24.935158,-11.737982,-13.999545,-12.902549,-22.668564,-3.2348108,-10.813893,-10.821946,-14.008593,-8.384123,-6.879538,-9.018711,-16.065123,-2.3623307,-1.2262682,-10.812167,84.724236
1_11257_u.wav,0.039570667,0.033576872,0.021237735,165.0,-252.51585,93.72495,-44.360123,11.642233,-27.68365,-0.012019563,-12.842351,-19.76883,-21.232807,-3.5685914,-4.336759,-9.178312,-11.233531,-2.7711277,-8.7248955,-13.781494,-19.458313,-9.712821,-3.8828273,-4.8930817,54.540176
1_11306_u.wav,0.031003973,0.022413993,0.03175842,116.0,-314.90833,58.326675,-20.025272,28.099424,-13.543363,9.381083,0.312784,-3.005835,-10.892431,-3.0730405,-1.4590298,-1.6412542,-9.848063,-1.1787989,-2.6928332,-5.8760986,-9.222855,-1.3287374,2.3655093,-8.033672,137.58627
1_11322_u.wav,0.034213528,0.0321638,0.019135129,150.0,-261.39047,99.35325,-61.222183,-5.8320317,-39.455467,-8.891759,-11.20475,-11.396685,-20.880487,-2.6961331,-8.155855,-9.919321,-11.214438,-6.0945344,-8.37866,-11.991648,-11.318129,-4.5021873,-1.7701157,-1.3016124,76.38554
1_11378_u.wav,0.032016814,0.030363597,0.020947943,150.0,-244.7449,95.049576,-26.865793,14.12958,-7.9292226,0.78701764,-7.928895,-3.4633036,-17.528658,-2.537376,-5.985449,-2.1134708,-10.00136,0.24850082,-3.7077856,-5.4831486,-11.540231,0.91315895,0.6209055,-2.668081,79.12166
1_11439_u.wav,0.047723904,0.039239258,0.031184448,180.0,-232.47522,91.79598,-33.760685,14.784834,-20.597265,3.82884,-2.8894033,-2.3435054,-14.395157,-2.2585294,-3.3529344,-3.3232586,-8.811573,0.5626966,-2.3195846,-5.4004126,-7.99499,-0.80898863,-3.042352,-2.5029745,68.68228
1_1144_u.wav,0.14515173,0.14976142,0.06144228,145.71428571428572,-126.2241,116.02875,-55.455814,17.500391,-13.711368,-11.065291,-8.47685,-6.664604,-28.345726,-2.442399,-14.892565,-12.549329,-13.650742,-8.033666,-5.604986,-3.6150053,-13.971184,-0.34293035,-0.35702977,-4.4096694,71.84529
1_11485_u.wav,0.03230586,0.027954746,0.020912046,195.0,-290.39328,76.76338,-35.935234,0.97147775,-37.002834,-10.215511,-7.790685,-10.3130455,-25.456072,-5.5079284,-10.942502,-11.344961,-16.130842,-2.3427377,-7.7355914,-15.982534,-7.3773317,1.9798446,1.4704314,0.25026572,74.57304
1_11526_u.wav,0.040899307,0.034967117,0.02669229,156.9230769230769,-264.11514,90.46204,-44.51413,10.6733055,-26.399235,-19.17328,0.6494593,-5.6470995,-29.464363,-4.9062967,-13.174382,-10.712548,-9.131412,-7.8985643,-11.771481,-13.57022,-15.992725,5.8525066,-3.358747,-14.429138,75.22658
1_11529_u.wav,0.03703724,0.031996477,0.02994912,168.0,-305.43433,83.047775,-31.5437,19.06224,-5.7013183,-8.846566,0.9086222,-3.3342104,-21.390905,-6.4815655,-14.059058,-7.9633856,-9.591808,-4.98137,-10.910965,-8.211509,-13.931063,2.1698966,-2.2345533,-10.288576,158.75775
1_11609_u.wav,0.037547007,0.03518839,0.027083293,170.0,-312.72806,68.6755,-20.268143,19.633612,-19.170855,-2.5332134,-3.5529807,-10.356675,-31.537668,-15.394636,-17.276272,-6.444873,-16.6875,-13.764733,-5.986657,-1.7354878,-14.929637,-2.8643916,5.988361,-0.054031517,97.41187
1_11697_u.wav,0.049631022,0.053093538,0.030643295,180.0,-234.76553,57.733627,-46.239536,0.06745158,-29.123987,-4.776392,-8.784911,-9.381176,-18.711048,-7.5668216,-8.788872,-8.160891,-7.909889,-0.8851574,-5.103681,-6.311878,-5.682933,-0.5844673,2.972168,1.246159,106.64913
1_11699_u.wav,0.04983839,0.052329373,0.02789118,165.0,-274.84436,112.637054,-30.662771,14.019429,-17.493748,-10.623738,-6.379187,-4.3789773,-25.020384,-9.988325,-10.881884,-9.302438,-9.637844,-5.864632,-6.1139674,-3.1247454,-11.347928,-4.487063,-0.65903914,-5.2138796,103.738754
1_11723_u.wav,0.043712657,0.035383135,0.039587338,180.0,-354.14136,67.527466,-16.193699,26.530891,-4.167649,-1.980295,-7.455617,-3.3445284,-22.397295,-9.062593,-8.364388,-10.112324,-9.170374,-10.775298,-4.423073,-3.327403,-8.934144,-2.650158,-1.4630318,-4.0655074,163.4645
1_11736_u.wav,0.04179944,0.040797405,0.033423368,260.0,-307.85468,90.273315,-43.53134,-3.912469,-17.686218,-19.7749,-10.731622,-14.126458,-13.07521,-4.0140667,-15.100199,-9.796321,-18.132853,-9.952258,-3.082791,-12.730404,-11.230945,-0.20562744,-0.8178141,-6.350373,117.93451
1_11773_u.wav,0.037768178,0.030041294,0.026731735,130.0,-243.57587,87.92433,-49.714497,9.133761,-24.761738,-8.940456,-17.052677,-11.03331,-18.866117,-0.77800107,-6.937818,-6.513381,-10.775222,-3.627366,-6.56368,-11.199066,-11.538601,-2.7915893,0.4592858,0.59674615,64.65425
1_1180_u.wav,0.12360415,0.118388504,0.07010672,18.0,-161.45543,94.56041,-29.689066,27.359169,-9.247109,-2.2919421,-6.260768,-1.2268922,-21.259739,-4.7549224,-13.207173,-11.79831,-13.200137,-2.3169703,-4.571059,-0.75375366,-11.432781,-3.83652,-2.4264498,-4.460877,88.02779
1_1185_u.wav,0.13037439,0.11361465,0.083507665,160.0,-144.08144,119.69084,-55.928814,5.8761573,-33.524525,-4.5839424,-8.334203,-14.779279,-14.69491,3.4478283,-7.7824936,-6.095788,-12.923338,0.17138492,0.6996136,-3.0977795,-11.331187,-3.1048448,-4.718586,0.12780738,102.06708
1_11885_u.wav,0.054544248,0.05232112,0.028413648,132.0,-237.73409,84.95087,-50.177258,14.892461,-22.695364,-2.3327866,-15.244859,-16.66686,-18.92549,-11.30493,-1.8615776,-9.872232,-14.249134,-7.19029,-7.5641394,-4.0030055,-15.742502,-3.3573546,0.6992269,-6.5628095,63.23412
1_11889_u.wav,0.042950038,0.032434095,0.03351612,300.0,-275.2911,60.23129,-53.968414,15.181729,-26.93809,-5.4854326,-4.483019,-9.968919,-15.115374,-12.572104,-9.726646,-7.327571,-14.941355,-7.030782,-10.621912,-6.310878,-9.695372,-0.25250337,-2.1431308,-3.4454665,77.78
1_1189_u.wav,0.17009903,0.16745374,0.09556404,180.0,-132.42375,144.1319,-15.803022,16.65918,-15.995355,3.9760447,-1.9669708,-2.2001586,-14.38239,-0.739138,-3.1054354,-1.2504121,-3.877271,1.5432223,1.628516,4.4225926,-4.931756,2.6274717,3.642736,1.5715125,52.141865
1_11901_u.wav,0.04714486,0.041424744,0.03126728,180.0,-255.27115,95.10489,-49.268276,7.1853924,-23.098684,-16.042671,-6.5963345,-6.7572,-29.03335,-4.818087,-6.963401,-13.025265,-8.987135,-11.598285,-4.0993743,-6.266752,-11.387532,2.9060652,-2.3249624,-6.283368,84.34159
1_11913_u.wav,0.041838326,0.039778713,0.029296113,145.71428571428572,-251.15042,72.03564,-28.900095,12.436624,-11.531753,-4.2753487,-8.32949,-17.129713,-23.458399,0.854468,-8.732801,-4.473036,-11.850801,-5.125783,-0.7584126,-12.163232,-12.408458,-4.0949755,-4.2493386,-4.9226346,122.31185
1_11924_u.wav,0.044839006,0.040526852,0.026848644,120.0,-227.62744,111.454025,-48.083218,22.8018,-11.993833,-6.553639,-14.314592,-5.7754183,-21.696888,2.520489,-5.3174167,-5.3010483,-7.4044194,-6.523378,-2.9709225,-9.231537,-11.784188,-3.5019479,-2.1932738,-3.8006012,75.04896
1_11928_u.wav,0.038795114,0.043235783,0.024957418,180.0,-258.3607,105.360535,-56.73749,15.692127,-21.537859,-13.009373,-4.389692,-7.657933,-13.063205,7.1973567,-7.163211,-2.4126637,-10.011825,-2.6544456,-1.1255754,-8.860138,-7.6704803,-0.28210425,-1.7921157,-6.9634924,114.616776
1_12002_u.wav,0.05576115,0.048327006,0.032566894,150.0,-207.70345,130.30782,-54.49761,5.3578496,-29.63653,-12.331257,-0.1344131,-8.732308,-23.8658,-2.8687458,-10.354968,-2.3699615,-8.434033,-8.6938095,-6.27621,-9.390164,-13.204396,-4.9131794,-4.7833934,-5.2062087,69.41306
1_12083_u.wav,0.04283496,0.03194518,0.03289375,195.0,-251.15816,104.39367,-46.259346,18.960615,-23.249666,-9.266283,-7.232753,-15.915909,-28.538551,-0.15889025,-2.3486454,-8.115386,-11.620337,-6.146377,-1.4272864,-11.725332,-15.785051,-3.5710502,-4.2835765,-7.4022584,115.574394
1_12202_u.wav,0.04720342,0.045737,0.026155213,190.0,-225.1135,86.20697,-45.64978,1.3699566,-24.145744,0.55018044,-18.558603,-19.484518,-17.288954,-6.931744,-7.3026347,-4.1007175,-18.256266,-5.0887055,-6.565184,-4.9963675,-15.057156,-1.1854744,-1.4587008,-5.140409,82.51827
1_12275_u.wav,0.02329241,0.021557912,0.01570669,180.0,-305.1645,93.36678,-65.03406,8.601962,-34.148502,-9.42323,-8.995507,-13.977494,-15.046793,-9.814188,-0.81011736,-11.452146,-16.493992,-4.0041246,-8.6775,-6.085498,-14.208598,-7.2281346,-0.02031946,-4.3681097,66.8488
1_12320_u.wav,0.02219283,0.020111516,0.017962368,130.9090909090909,-321.5013,90.87614,-31.524124,30.258074,-12.992341,-0.1964489,-9.03647,0.96333444,-18.542055,0.92562616,1.0290006,-4.382397,-11.021221,-4.647118,-3.302863,-3.9329648,-13.1172905,-3.716478,-1.1634262,-4.744526,89.43082
1_12331_u.wav,0.018680891,0.016376594,0.012283357,210.0,-353.23987,112.23678,15.2164,18.3882,1.5538465,4.597321,-8.906593,6.8778014,-4.160055,0.30138612,-1.0368558,-0.95978045,0.6219012,3.7540598,1.7001771,-5.498398,0.024718821,-3.1139965,-0.8071056,-2.846562,99.56464
1_1262_u.wav,0.052979942,0.05279643,0.026968608,165.0,-232.92236,109.71417,-23.594667,27.76559,-5.4608335,2.8558362,-8.839941,-11.099192,-27.119564,-4.759129,-13.003993,-11.516426,-8.917134,2.3793507,3.9317522,5.5822296,-9.251465,0.27428573,-0.27968526,-5.76397,70.27613
1_1296_u.wav,0.17924826,0.19554456,0.08442217,210.0,-98.59605,120.19094,-33.35706,-0.17676438,-15.653744,3.112532,-23.639254,-0.98050874,-23.379814,-10.922711,2.7485569,-15.047621,-2.4224017,4.4099317,-2.0080092,-10.053511,-10.565453,-4.1122966,-8.924747,-5.572181,61.699745
1_1466_u.wav,0.10211738,0.10674749,0.061557,150.0,-168.35184,127.73995,-40.58259,15.181974,-18.308973,-4.7989364,-3.8358736,-6.8566256,-24.17461,-4.70791,-15.958767,-7.3794165,-10.433904,-3.422673,-1.1897851,-2.867145,-10.455161,-4.8515086,-4.9325967,-7.7358785,61.223705
1_1470_u.wav,0.068422005,0.058701105,0.05385973,280.0,-220.69453,86.85962,-32.10476,25.059986,-11.859558,0.37945357,-11.514613,2.7755284,-18.73521,-0.971676,-8.474723,-4.0208306,-10.109496,1.3912402,-1.9150212,-5.7934246,-7.1961756,-3.6388118,-4.752217,-5.8120046,73.525406
1_1478_u.wav,0.10400776,0.09204379,0.06223145,109.0909090909091,-141.07323,109.89196,-44.481777,14.079094,-24.178059,-4.72174,-8.740372,-9.491709,-24.770123,3.7060735,-6.592212,-5.220414,-9.4310875,-1.5929914,2.1957395,-4.4861226,-12.013978,-2.3400955,-4.894468,-8.160766,62.96536
1_1484_u.wav,0.12767765,0.14556134,0.066440955,165.0,-178.42215,97.95627,-34.827164,23.979044,-9.586882,-3.1422722,-9.884307,-4.3394413,-28.145311,-12.787554,-13.538612,-13.039544,-11.678639,-2.2270744,0.34227857,-2.9099507,-14.227608,1.0457771,-4.519771,-8.621084,85.296875
1_1549_u.wav,0.115687326,0.12115432,0.051429253,156.0,-127.67173,107.08803,-51.80106,11.703226,-29.707823,-1.4106513,-13.263432,-6.5915728,-25.160715,2.9459293,-8.399615,-5.869173,-7.1836443,-1.7621475,0.36915046,-4.481142,-9.466802,1.0047321,-2.1657155,-3.7381217,60.92228
1_1560_u.wav,0.13702022,0.14408305,0.048767883,195.0,-143.83978,132.03317,-31.226276,13.165718,-17.388975,-8.193214,-12.44728,-8.107592,-24.996899,-4.3908496,-11.356792,-10.2731495,-15.785153,-5.852433,-5.774015,-1.2324253,-13.204062,-2.4836047,0.8945776,-2.8030896,60.735256
1_1627_u.wav,0.08901318,0.086849056,0.045711014,195.0,-178.96448,109.43419,-45.754616,18.946249,-21.881447,-6.688546,-11.438437,-8.929759,-21.107767,-0.6913217,-7.4453197,1.731345,-12.878676,3.7066011,4.442797,-5.3681254,-10.357207,-2.0647833,-4.828378,-5.857645,86.66354
1_162_u.wav,0.23056215,0.24501605,0.1307179,130.0,-88.64459,112.092964,-31.806152,21.462637,-10.287026,-1.0106628,-3.3874428,1.0043188,-12.250342,11.944513,-3.4713862,3.6106994,-6.770412,-1.2489772,-5.916382,-11.507278,-14.750217,-5.5702477,-9.743102,-5.212254,99.67958
1_1638_u.wav,0.10312102,0.10555738,0.062198978,180.0,-203.47746,124.98492,-33.92839,2.7451522,-22.59652,-7.385759,-14.832365,-11.3091345,-17.31717,-8.775347,-5.2126255,-8.026742,-15.128543,7.2026424,-1.0243284,-8.128453,-14.5609455,-2.6882322,0.64028794,-2.7856693,140.37956
1_1666_u.wav,0.100010864,0.102386944,0.06261233,220.0,-164.33148,114.93998,-38.91904,2.7884,-28.077671,-5.3806577,-12.919499,-14.806738,-22.375778,-3.2853422,-7.495351,-5.506956,-14.415986,-1.9534719,-4.3913875,-4.145978,-12.207758,-1.3908192,-5.479962,-5.8133407,90.18521
1_1678_u.wav,0.094604,0.085691825,0.044731267,168.0,-149.58337,116.815575,-45.734177,16.554802,-28.897327,-6.7378087,-10.388541,-12.872373,-28.089735,-0.17852496,-5.364618,-3.5694208,-10.550295,-6.011794,-1.9124496,-4.0003,-13.353317,-0.005524561,-0.2920795,-3.5685225,42.069427
1_1722_u.wav,0.11121517,0.11967811,0.050772723,220.0,-179.48903,129.07834,-25.307587,29.013868,-5.873797,-2.5206902,-14.580746,-7.3831515,-21.55189,-13.18114,-17.060717,-6.5756564,-11.26275,-1.7323816,-1.8102179,2.561762,-7.6106124,-0.14679745,1.5840564,-2.8534243,50.911285
1_1732_u.wav,0.08243566,0.076424345,0.046553187,150.0,-184.2335,108.51941,-39.194195,14.405585,-28.17152,-5.913899,-7.6498566,-7.4035845,-16.411291,-1.6733644,-11.886903,-5.894717,-18.867582,-1.6511269,-3.8738084,-4.5345373,-3.4789023,-0.06517792,-1.7319247,-4.535046,73.12676
1_175_u.wav,0.32082534,0.3172202,0.123381115,171.42857142857142,-32.164463,105.30485,-35.27818,12.282017,-23.820017,-3.815474,-10.862154,-9.78769,-20.391836,0.03183658,-8.435299,-5.197968,-13.714442,-3.9307587,-3.178717,2.6834593,-9.442675,-0.986143,-1.1665722,-1.7309439,52.414696
1_1772_u.wav,0.12637469,0.1454408,0.052716423,108.0,-142.49529,99.19778,-44.558865,21.328949,-24.325083,-12.504217,-19.278095,-4.8848224,-33.59844,2.7931168,-7.4978185,-8.920841,-10.479908,-8.480382,-5.7515516,-6.912328,-12.528953,2.485189,2.021891,-6.000366,75.308044
1_1798_u.wav,0.107305974,0.10750964,0.052737396,255.0,-155.78725,105.08029,-28.543945,14.982621,-14.348915,-3.0925055,-15.473337,-13.971689,-27.348902,6.9662337,-10.630643,-7.312009,-7.466676,-0.6908303,-7.08934,-6.457143,-11.575853,3.5209427,-1.8918558,-4.8399076,64.77837
1_1803_u.wav,0.11448944,0.12875032,0.072060555,120.0,-159.72514,132.56606,-42.203346,7.192785,-17.504177,-2.7605321,-16.34174,-15.063759,-15.203988,-2.2967181,-2.9264288,-3.4664767,-12.788249,1.7554748,-5.5739574,-7.652732,-8.602863,-3.0895567,-3.3319912,-2.3862283,96.27192
1_182_u.wav,0.2775075,0.3090067,0.1658748,144.0,-67.129486,107.69166,-28.928408,19.723671,-18.996778,2.3135061,-12.13434,-8.592341,-15.073854,3.5143182,-7.566053,-10.569675,-17.715569,-4.2396803,-0.80039,0.6612581,-8.107953,-1.2357107,-0.5203993,0.99801034,103.39064
